filename_1_,filename_2_,total_nloc,avg_nloc,avg_ccn,avg_token,function_cnt,ternary,LLC_0,LLC_10,LLC_20,LLC_30,LLC_40,rel_pub,rel_priv,rel_prot,sin_comm,sin_spell_err,multi_comm,doc_comm,sin_space,db_space,tab,total_var_count,avg_var_length,num_type1_var,num_type2_var,num_type3_var,num_type4_var,num_var_misspell,total_num_tokens,gst_sim,euclid_dist,cosine_dist,labels
A20517.java,A21826.java,0.0,0.0,0.0,0.0,0.0,0.0,0.4736394753838384,-1.6741486494265287,-5.477225575051661,-1.6026896854443835,4.704163133995671,-0.4989093568804357,-0.7195807190492634,0.0,-0.7080502011022101,-1.7320508075688772,0.5945348918918356,0.0,116.83915409333572,24.82309376876182,0.0,-0.3499040872746048,-0.8776461033596059,-0.0680529351336169,-2.0,-1.7320508075688772,0.0,-2.0,40.22234767677735,90.40247678018576,136.307879300133,0.9998607174446448,1.0
A10053.java,C20042.java,89.38487948315874,16.970339905546037,5.227387769792895,1034.2240632956386,2.90138771133189,3.3068528194400546,31.0017992983308,13.931947064866383,3.4350506425384637,3.515093350212,36.47363947538384,-10.0,0.0,0.0,1.6931471805599454,1.6931471805599454,0.0,0.0,2537.744761895448,950.8272561056764,255.1324655495444,39.34934175870626,1.9104701815502132,31.459040675962687,6.613705638880109,0.0,0.0,4.908957546641684,482.88080208638246,9.9009900990099,2966.316127418901,0.6147048957139585,0.0
A10138.java,A10179.java,19.182287674043096,-0.3141860046725258,1.602104727201629,68.24742736117437,0.5945348918918356,0.5945348918918356,15.931947064866383,9.697414907005951,1.8027754226637804,0.3905620875658997,3.697414907005954,-10.0,0.0,0.0,1.6931471805599454,0.0,0.0,0.0,10.026720492447511,0.0,50.15188363540152,-4.47213595499958,0.8368491901943191,-4.47213595499958,0.0,0.0,0.0,3.3068528194400546,9.750347805433243,6.824146981627297,100.44401425669923,0.9922864146396648,0.0
A10117.java,A10387.java,14.897356634963204,7.402687739411554,-0.777267285009756,108.93505267613222,0.5945348918918356,0.0,12.534264097200271,5.2919497988977895,3.515093350212,-0.6390573296152584,4.029585534430299,62.466961588786745,63.16010876934668,0.0,3.3068528194400546,0.0,0.5945348918918356,0.0,338.3832289023334,122.84896009410136,98.52353644806848,8.86450578407085,-0.0149983028545219,8.86450578407085,0.0,0.0,0.0,2.9850969794577358,83.57284976160899,5.274725274725275,420.1697018047394,0.7957494249511722,0.0
A20697.java,A21752.java,14.57515336814319,-2.089399066116762,-1.096627385214531,129.4207487879899,0.0540898509446867,1.6931471805599454,3.518759910664308,4.0822292679157215,-1.4423470353692045,-0.4849066497880003,3.8864846907896258,-10.0,0.0,0.0,2.0,0.0,0.0,0.0,281.9288511741094,93.94556065373062,0.0,-1.7376696182833684,-0.8923542535161529,-1.7376696182833684,0.0,0.0,0.0,0.208240530771945,94.9681135383931,83.55342136854742,350.3601528122852,0.9995702242732164,1.0
159.java,250.java,-2.960813169597578,12.7811241751318,0.3213450036583538,-0.5525078870345901,0.5945348918918356,0.0,-1.091042453358316,-0.8718021769015913,-0.3978952727983706,-2.449489742783178,-4.898979485566356,46.7811241751318,45.682511886463686,0.0,0.0,0.0,0.0,0.0,54.31476346756323,26.25060701409175,0.0,-3.4641016151377544,-2.179449471770337,-3.3166247903554,-1.0,0.0,0.0,-1.7320508075688772,-5.0787883752796565,99.42726231386024,100.25592251832308,0.9972881310508932,1.0
A10051.java,B22049.java,0.0,0.0,0.0,0.0,0.0,0.0,13.36094267038474,3.495922603223726,18.64862474283652,1.1281978230984089,8.748708201393505,45.682511886463686,0.0,46.7811241751318,0.0,0.0,0.0,0.0,132.4836610277185,0.0,166.40994345182196,14.32585135057347,0.3721512669591533,16.397310314555618,2.0,0.0,0.0,9.920558458320164,186.12862677323724,0.0,0.0,0.0,0.0
A10192.java,B10352.java,12.14985239828994,2.2323340109623677,-2.449489742783178,172.0651058043804,0.5945348918918356,0.0,0.3258513505734712,0.8599338365037292,0.5576529646307957,2.6486247428365224,-0.3025850929940459,-10.0,0.0,0.0,2.0,0.0,1.6931471805599454,0.0,299.1236657601456,128.1058985221597,123.84111691664032,15.518759910664308,-0.1807139683486665,11.650095912725394,2.0,4.90138771133189,0.0,1.697414907005954,123.75034780543324,19.42257217847769,420.01676141787647,0.7741405688802565,0.0
B22049.java,B22050.java,0.0,0.0,0.0,0.0,0.0,0.0,-2.449489742783178,-1.4142135623730951,0.0,-2.23606797749979,-2.0,-7.071067811865476,0.0,-7.071067811865476,0.0,0.0,0.0,0.0,-2.157000421150113,0.0,-3.605551275463989,-2.449489742783178,-2.309401076758503,-2.0,-1.4142135623730951,0.0,0.0,-1.4142135623730951,-5.916079783099616,100.0,1.0,0.9999351879839674,1.0
B11013.java,B13228.java,-2.127134385045092,-1.9889840465642743,-3.4641016151377544,11.855814365874355,-1.0,0.0,-3.741657386773941,-2.8284271247461903,-3.741657386773941,-0.0680529351336169,-3.872983346207417,-10.0,0.0,0.0,-0.252762968495368,0.0,-1.0,0.0,0.7582529849403574,0.0,9.472557010460209,-1.4657359027997263,-1.5338903617909778,-1.4657359027997263,0.0,0.0,0.0,-3.605551275463989,7.425946632018583,102.08728652751422,27.92848563017445,0.9999315969285546,1.0
A10205.java,A12495.java,31.939556989453585,15.2911745109853,2.5904574951155617,284.87422311528445,2.083709268125845,0.0,-0.9957322735539909,6.859933836503729,8.859933836503728,10.557652964630796,3.166786655943784,-10.0,0.0,0.0,2.0,2.5945348918918354,0.0,0.0,154.97611947915374,0.0,60.01982391338845,6.704163133995671,-0.9900550410981124,9.00426772644601,0.3905620875658997,3.3068528194400546,0.0,9.920558458320164,148.51106227384332,10.743801652892564,375.12882920723246,0.9806878872229576,0.0
071.java,165.java,26.937404966973038,10.453712628643736,1.9008091119962407,823.0842765513687,6.474271355691744,2.0,7.435651808532164,5.227411277760218,15.430467303518627,3.8429995788498874,24.311120545886062,-1.48801726392818,28.03586276014427,25.360942670384745,3.3068528194400546,0.0,0.0,0.0,389.7525633534557,89.64562995920265,0.0,23.518759910664308,-1.105220627149316,21.685813995327475,0.3905620875658997,0.0,0.0,4.557652964630796,432.8504638983216,0.0,1026.790389800288,0.9569546980515768,0.0
107.java,108.java,-5.385164807134504,-2.581988897471611,-1.2909944487358056,-12.206555615733702,-1.7320508075688772,0.0,-5.291502622129181,-1.0,-2.23606797749979,-0.7047480922384253,-1.2512917986064953,-7.745966692414834,-6.324555320336759,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,-6.6332495807108,-1.7320508075688772,-2.23606797749979,-1.4142135623730951,-1.0,0.0,0.0,0.0837092681258449,-7.071067811865476,100.0,1.7320508075688772,0.9999571683243922,1.0
B20021.java,B20322.java,2.215810366081739,-0.8903717578961645,-2.7386127875258306,4.011038583110136,-1.4142135623730951,0.0,-4.0,-0.5040773967762742,0.8599338365037292,0.7487082013935047,-1.6026896854443835,-10.0,0.0,0.0,0.0,0.0,-1.0,0.0,-3.111987788356544,0.0,26.04065800029129,-4.795831523312719,-1.5322617553657476,-4.242640687119285,-2.0,-1.0,0.0,-2.449489742783178,-3.2933048247244923,98.99497487437183,33.60059523282288,0.9984064279117746,1.0
148.java,150.java,-3.212127597878484,-2.4339872044851463,1.2952519077615747,8.980190979882876,-1.4142135623730951,0.0,8.011015953435725,-0.7047480922384253,-3.4641016151377544,3.920558458320164,-0.9444389791664404,-7.071067811865476,-7.071067811865476,0.0,-1.0,0.0,0.0,0.0,103.2332427261824,43.63055214753298,122.5446788846423,-1.917770732084279,-1.6898650132218682,0.3973103145556163,0.9013877113318902,0.0,-1.4142135623730951,-1.1400661634962708,29.650514346877564,55.58194774346793,179.52719110396345,0.9809755113835218,1.0
A20279.java,A20371.java,0.0,0.0,0.0,0.0,0.0,0.0,-2.7013019741124933,-1.970414465569701,-1.6741486494265287,0.3258513505734712,2.082229267915721,-5.773502691896257,-8.164965809277259,0.0,3.1281978230984087,1.6931471805599454,-1.0,0.0,35.187815644627584,3.3068528194400546,31.26504190787535,-4.123105625617661,-2.014652210534554,-4.123105625617661,0.0,0.0,0.0,-2.23606797749979,-1.6131281063880705,98.54014598540148,0.0,0.0,1.0
232.java,233.java,59.51136363026786,18.013105014204847,2.533662931206573,402.72054092925816,-1.7320508075688772,0.0,35.05841819233031,6.648624742836523,16.955477562276577,4.859933836503729,16.741903461978517,-10.0,0.0,0.0,5.920558458320164,-1.0,0.0,0.0,846.1367192111197,351.0532713467334,-1.0,42.23879988430644,0.0910396541630247,42.23879988430644,0.0,0.0,0.0,19.435050642538464,269.32839642370806,49.91394148020654,1053.4532742894253,0.9934530368035108,1.0
B10365.java,B11843.java,47.58227331638663,41.88648469078963,10.208240530771944,494.3510257618388,1.6931471805599454,0.0,4.557652964630796,2.5945348918918354,10.208240530771944,8.054089850944687,14.557652964630796,45.682511886463686,46.7811241751318,0.0,-1.0,0.0,1.6931471805599454,0.0,67.03918683040243,1.6931471805599454,221.22931537553436,20.474271355691744,7.776375993253517,10.208240530771944,9.128197823098407,0.0,0.0,2.5945348918918354,224.16769424142817,0.0,608.1351503663566,0.5371423445684474,0.0
A10284.java,B22134.java,-1.58351893845611,14.311583382616508,-1.1582280766035324,6.237948617219823,0.5945348918918356,0.0,-1.4423470353692045,1.4959226032237258,3.4350506425384637,0.3905620875658997,3.802775422663781,-10.0,0.0,0.0,0.0,0.0,1.6931471805599454,0.0,140.6966950919409,85.2045108108278,88.17135860351091,0.6677954898247962,3.2101198780487907,9.109628242103836,6.2082405307719455,6.613705638880109,0.0,3.747237031504632,6.829516004961849,27.27272727272727,196.78142372826596,0.9113368777959778,0.0
A10025.java,A20550.java,74.78787240212152,2.8845179795670925,0.208240530771945,610.605573475002,3.747237031504632,1.6931471805599454,32.70416313399567,7.495922603223725,16.557652964630797,16.2591599760748,16.821946169652055,45.682511886463686,46.7811241751318,0.0,6.613705638880109,2.0,0.0,0.0,177.99941504175723,2.5945348918918354,258.7688913831454,30.311120545886062,-1.3002456450532744,38.53426409720027,5.920558458320164,0.0,0.0,17.650095912725394,313.27478224462374,9.461663947797716,776.4928009192574,0.9756043124040796,0.0
B21099.java,B21100.java,0.0,0.0,0.0,0.0,0.0,0.0,-4.898979485566356,-2.449489742783178,3.515093350212,-1.8033603809065348,1.5150933502119996,-7.977240352174657,-6.030226891555273,0.0,0.0,0.0,0.0,0.0,2.250729470038152,0.0,-2.6913478822291435,-0.4849066497880003,-2.23606797749979,-0.4849066497880003,0.0,0.0,0.0,-0.0794415416798357,-1.9870254284571225,59.38566552901023,11.269427669584644,0.9991775153715956,1.0
B10287.java,B20511.java,-1.828641396489095,24.025226374737198,0.0540898509446867,65.20242364605744,1.3068528194400546,0.0,18.82194616965205,-3.1622776601683795,2.6486247428365224,3.1281978230984087,-1.4423470353692045,-10.0,0.0,0.0,8.3905620875659,0.0,0.0,0.0,601.1125080432749,230.1918889700152,207.33656090588792,1.8864846907896256,-0.6596267475025634,1.8864846907896256,0.0,0.0,0.0,0.0540898509446867,48.72700044143625,11.794871794871794,691.3921893622397,0.5616017388465689,0.0
A13170.java,A13205.java,-3.42484663185681,-5.0,-2.449489742783178,-1.1994944606121436,-1.7320508075688772,-1.4142135623730951,-6.244997998398398,-1.5257286443082556,-0.1135153092103742,1.29194979889779,-1.8033603809065348,-7.071067811865476,-7.071067811865476,0.0,5.747237031504632,2.0,1.6931471805599454,0.0,35.90932199823021,0.0,12.412751341599751,-5.477225575051661,-2.0976176963403037,-4.898979485566356,-2.449489742783178,0.0,0.0,-3.1622776601683795,-4.647212123167807,99.47089947089948,45.967379738244816,0.9977893922828748,1.0
C20047.java,C20064.java,0.0,0.0,0.0,0.0,0.0,0.0,-3.741657386773941,-2.0,-2.0,-1.4142135623730951,-2.449489742783178,-7.559289460184544,-6.546536707079771,0.0,0.0,0.0,0.0,0.0,-12.529964086141668,-7.211102550927978,0.0,-1.7320508075688772,-2.0,-1.7320508075688772,0.0,0.0,0.0,-1.4142135623730951,-6.782329983125268,100.0,0.0,0.0,1.0
A10221.java,A22684.java,46.70271459378121,8.922269770219717,2.322108356447365,259.77148899640883,2.083709268125845,0.0,21.48845456116898,18.325851350573476,11.515093350212,-0.0794415416798357,2.3973103145556163,-10.0,0.0,0.0,2.083709268125845,-1.0,0.0,0.0,-1.4942386252808095,0.0,137.7556109754775,5.685813995327474,1.59652810066331,13.842999578849886,3.3068528194400546,3.3068528194400546,0.0,6.985096979457735,201.33877713976256,8.0,372.33181438790655,0.9844779226036402,0.0
137.java,171.java,-6.4031242374328485,-5.830951894845301,-2.449489742783178,0.5028317747067979,-1.0,0.0,3.402687739411554,-0.5040773967762742,0.7487082013935047,2.083709268125845,-1.4423470353692045,-10.0,0.0,0.0,-1.0,0.0,0.0,0.0,217.17843448968745,101.1558129135414,80.31324982701949,-4.242640687119285,-0.0667543499188929,-4.242640687119285,0.0,0.0,0.0,-0.1972245773362195,-3.7318028369214575,82.81938325991189,261.3460881241152,0.9086371313473448,1.0
B20731.java,B20744.java,0.0,0.0,0.0,0.0,0.0,0.0,-2.23606797749979,-1.0,-1.0,0.0,-2.0,-10.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.8256127301043632,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29194979889779,0.0,8.48528137423857,0.9980654946032694,1.0
